station,date,sla_m
Phetchaburi Bangkawe,1993-07-01,-0.1987
Phetchaburi Bangkawe,1993-08-01,-0.21095
Phetchaburi Bangkawe,1993-09-01,-0.18435
Phetchaburi Bangkawe,1993-10-01,0.03755
Phetchaburi Bangkawe,1993-11-01,-0.002925
Phetchaburi Bangkawe,1993-12-01,0.154975
Phetchaburi Bangkawe,1994-01-01,0.13965
Phetchaburi Bangkawe,1994-02-01,0.0534
Phetchaburi Bangkawe,1994-03-01,0.1029
Phetchaburi Bangkawe,1994-04-01,0.0051
Phetchaburi Bangkawe,1994-05-01,-0.094875
Phetchaburi Bangkawe,1994-06-01,-0.1828
Phetchaburi Bangkawe,1994-07-01,-0.186925
Phetchaburi Bangkawe,1994-08-01,-0.154825
Phetchaburi Bangkawe,1994-09-01,-0.129575
Phetchaburi Bangkawe,1994-10-01,0.051325
Phetchaburi Bangkawe,1994-11-01,0.207075
Phetchaburi Bangkawe,1994-12-01,0.1663
Phetchaburi Bangkawe,1995-01-01,0.1835
Phetchaburi Bangkawe,1995-02-01,0.07015
Phetchaburi Bangkawe,1995-03-01,0.0097
Phetchaburi Bangkawe,1995-04-01,-0.02775
Phetchaburi Bangkawe,1995-05-01,-0.07395
Phetchaburi Bangkawe,1995-06-01,-0.192125
Phetchaburi Bangkawe,1995-07-01,-0.167525
Phetchaburi Bangkawe,1995-08-01,-0.177325
Phetchaburi Bangkawe,1995-09-01,-0.17045
Phetchaburi Bangkawe,1995-10-01,-0.052175
Phetchaburi Bangkawe,1995-11-01,0.214575
Phetchaburi Bangkawe,1995-12-01,0.193825
Phetchaburi Bangkawe,1996-01-01,0.11675
Phetchaburi Bangkawe,1996-02-01,0.181925
Phetchaburi Bangkawe,1996-03-01,-0.015975
Phetchaburi Bangkawe,1996-04-01,-0.0297
Phetchaburi Bangkawe,1996-05-01,-0.07345
Phetchaburi Bangkawe,1996-06-01,-0.140325
Phetchaburi Bangkawe,1996-07-01,-0.203375
Phetchaburi Bangkawe,1996-08-01,-0.172425
Phetchaburi Bangkawe,1996-09-01,-0.12845
Phetchaburi Bangkawe,1996-10-01,-0.0039
Phetchaburi Bangkawe,1996-11-01,0.095725
Phetchaburi Bangkawe,1996-12-01,0.1161
Phetchaburi Bangkawe,1997-01-01,0.074925
Phetchaburi Bangkawe,1997-02-01,0.08655
Phetchaburi Bangkawe,1997-03-01,0.048425
Phetchaburi Bangkawe,1997-04-01,-0.057475
Phetchaburi Bangkawe,1997-05-01,-0.07985
Phetchaburi Bangkawe,1997-06-01,-0.19
Phetchaburi Bangkawe,1997-07-01,-0.14635
Phetchaburi Bangkawe,1997-08-01,-0.167075
Phetchaburi Bangkawe,1997-09-01,-0.089475
Phetchaburi Bangkawe,1997-10-01,-0.029825
Phetchaburi Bangkawe,1997-11-01,0.064875
Phetchaburi Bangkawe,1997-12-01,0.152475
Phetchaburi Bangkawe,1998-01-01,0.107075
Phetchaburi Bangkawe,1998-02-01,0.03165
Phetchaburi Bangkawe,1998-03-01,0.080925
Phetchaburi Bangkawe,1998-04-01,-0.047925
Phetchaburi Bangkawe,1998-05-01,-0.008575
Phetchaburi Bangkawe,1998-06-01,-0.17165
Phetchaburi Bangkawe,1998-07-01,-0.1817
Phetchaburi Bangkawe,1998-08-01,-0.12395
Phetchaburi Bangkawe,1998-09-01,-0.1328
Phetchaburi Bangkawe,1998-10-01,-0.05285
Phetchaburi Bangkawe,1998-11-01,0.02325
Phetchaburi Bangkawe,1998-12-01,0.1353
Phetchaburi Bangkawe,1999-01-01,0.143125
Phetchaburi Bangkawe,1999-02-01,0.057175
Phetchaburi Bangkawe,1999-03-01,-0.003975
Phetchaburi Bangkawe,1999-04-01,-0.0546
Phetchaburi Bangkawe,1999-05-01,-0.105975
Phetchaburi Bangkawe,1999-06-01,-0.13815
Phetchaburi Bangkawe,1999-07-01,-0.197525
Phetchaburi Bangkawe,1999-08-01,-0.163375
Phetchaburi Bangkawe,1999-09-01,-0.108325
Phetchaburi Bangkawe,1999-10-01,0.043625
Phetchaburi Bangkawe,1999-11-01,0.098225
Phetchaburi Bangkawe,1999-12-01,0.142025
Phetchaburi Bangkawe,2000-01-01,0.1563
Phetchaburi Bangkawe,2000-02-01,0.1172
Phetchaburi Bangkawe,2000-03-01,0.08655
Phetchaburi Bangkawe,2000-04-01,-0.03685
Phetchaburi Bangkawe,2000-05-01,-0.127425
Phetchaburi Bangkawe,2000-06-01,-0.09185
Phetchaburi Bangkawe,2000-07-01,-0.134825
Phetchaburi Bangkawe,2000-08-01,-0.17505
Phetchaburi Bangkawe,2000-09-01,-0.0671
Phetchaburi Bangkawe,2000-10-01,-0.03305
Phetchaburi Bangkawe,2000-11-01,0.115025
Phetchaburi Bangkawe,2000-12-01,0.13355
Phetchaburi Bangkawe,2001-01-01,0.13745
Phetchaburi Bangkawe,2001-02-01,0.15715
Phetchaburi Bangkawe,2001-03-01,0.054175
Phetchaburi Bangkawe,2001-04-01,-0.006975
Phetchaburi Bangkawe,2001-05-01,-0.111075
Phetchaburi Bangkawe,2001-06-01,-0.137875
Phetchaburi Bangkawe,2001-07-01,-0.1246
Phetchaburi Bangkawe,2001-08-01,-0.1675
Phetchaburi Bangkawe,2001-09-01,-0.066225
Phetchaburi Bangkawe,2001-10-01,0.021
Phetchaburi Bangkawe,2001-11-01,0.1791
Phetchaburi Bangkawe,2001-12-01,0.196
Phetchaburi Bangkawe,2002-01-01,0.1577
Phetchaburi Bangkawe,2002-02-01,0.1332
Phetchaburi Bangkawe,2002-03-01,0.0522
Phetchaburi Bangkawe,2002-04-01,0.0688
Phetchaburi Bangkawe,2002-05-01,-0.048125
Phetchaburi Bangkawe,2002-06-01,-0.11535
Phetchaburi Bangkawe,2002-07-01,-0.0991
Phetchaburi Bangkawe,2002-08-01,-0.190475
Phetchaburi Bangkawe,2002-09-01,-0.1303
Phetchaburi Bangkawe,2002-10-01,0.047325
Phetchaburi Bangkawe,2002-11-01,0.1021
Phetchaburi Bangkawe,2002-12-01,0.1408
Phetchaburi Bangkawe,2003-01-01,0.1907
Phetchaburi Bangkawe,2003-02-01,0.160025
Phetchaburi Bangkawe,2003-03-01,0.112625
Phetchaburi Bangkawe,2003-04-01,0.00525
Phetchaburi Bangkawe,2003-05-01,-0.087025
Phetchaburi Bangkawe,2003-06-01,-0.111275
Phetchaburi Bangkawe,2003-07-01,-0.1369
Phetchaburi Bangkawe,2003-08-01,-0.127175
Phetchaburi Bangkawe,2003-09-01,-0.074275
Phetchaburi Bangkawe,2003-10-01,0.04935
Phetchaburi Bangkawe,2003-11-01,0.196775
Phetchaburi Bangkawe,2003-12-01,0.300775
Phetchaburi Bangkawe,2004-01-01,0.1538
Phetchaburi Bangkawe,2004-02-01,0.156975
Phetchaburi Bangkawe,2004-03-01,0.047975
Phetchaburi Bangkawe,2004-04-01,-0.029225
Phetchaburi Bangkawe,2004-05-01,-0.0662
Phetchaburi Bangkawe,2004-06-01,-0.121575
Phetchaburi Bangkawe,2004-07-01,-0.110825
Phetchaburi Bangkawe,2004-08-01,-0.1494
Phetchaburi Bangkawe,2004-09-01,-0.0769
Phetchaburi Bangkawe,2004-10-01,0.164525
Phetchaburi Bangkawe,2004-11-01,0.192575
Phetchaburi Bangkawe,2004-12-01,0.238225
Phetchaburi Bangkawe,2005-01-01,0.175675
Phetchaburi Bangkawe,2005-02-01,0.099425
Phetchaburi Bangkawe,2005-03-01,0.126125
Phetchaburi Bangkawe,2005-04-01,-0.0246
Phetchaburi Bangkawe,2005-05-01,-0.1217
Phetchaburi Bangkawe,2005-06-01,-0.14895
Phetchaburi Bangkawe,2005-07-01,-0.1789
Phetchaburi Bangkawe,2005-08-01,-0.165125
Phetchaburi Bangkawe,2005-09-01,-0.156125
Phetchaburi Bangkawe,2005-10-01,0.002475
Phetchaburi Bangkawe,2005-11-01,0.1144
Phetchaburi Bangkawe,2005-12-01,0.1515
Phetchaburi Bangkawe,2006-01-01,0.124425
Phetchaburi Bangkawe,2006-02-01,0.1537
Phetchaburi Bangkawe,2006-03-01,0.079825
Phetchaburi Bangkawe,2006-04-01,-0.01615
Phetchaburi Bangkawe,2006-05-01,-0.0266
Phetchaburi Bangkawe,2006-06-01,-0.1474
Phetchaburi Bangkawe,2006-07-01,-0.1504
Phetchaburi Bangkawe,2006-08-01,-0.124375
Phetchaburi Bangkawe,2006-09-01,-0.078375
Phetchaburi Bangkawe,2006-10-01,0.049325
Phetchaburi Bangkawe,2006-11-01,0.142875
Phetchaburi Bangkawe,2006-12-01,0.2322
Phetchaburi Bangkawe,2007-01-01,0.17445
Phetchaburi Bangkawe,2007-02-01,-0.01725
Phetchaburi Bangkawe,2007-03-01,0.054525
Phetchaburi Bangkawe,2007-04-01,0.0458
Phetchaburi Bangkawe,2007-05-01,-0.04735
Phetchaburi Bangkawe,2007-06-01,-0.122775
Phetchaburi Bangkawe,2007-07-01,-0.192825
Phetchaburi Bangkawe,2007-08-01,-0.158275
Phetchaburi Bangkawe,2007-09-01,-0.1221
Phetchaburi Bangkawe,2007-10-01,0.009675
Phetchaburi Bangkawe,2007-11-01,0.2346
Phetchaburi Bangkawe,2007-12-01,0.174875
Phetchaburi Bangkawe,2008-01-01,0.179125
Phetchaburi Bangkawe,2008-02-01,0.184225
Phetchaburi Bangkawe,2008-03-01,0.08895
Phetchaburi Bangkawe,2008-04-01,0.012575
Phetchaburi Bangkawe,2008-05-01,-0.04155
Phetchaburi Bangkawe,2008-06-01,-0.130675
Phetchaburi Bangkawe,2008-07-01,-0.114975
Phetchaburi Bangkawe,2008-08-01,-0.0968
Phetchaburi Bangkawe,2008-09-01,-0.0901
Phetchaburi Bangkawe,2008-10-01,-0.03075
Phetchaburi Bangkawe,2008-11-01,0.184975
Phetchaburi Bangkawe,2008-12-01,0.2422
Phetchaburi Bangkawe,2009-01-01,0.183675
Phetchaburi Bangkawe,2009-02-01,0.0656
Phetchaburi Bangkawe,2009-03-01,0.05445
Phetchaburi Bangkawe,2009-04-01,-0.023775
Phetchaburi Bangkawe,2009-05-01,-0.0011
Phetchaburi Bangkawe,2009-06-01,-0.03135
Phetchaburi Bangkawe,2009-07-01,-0.125025
Phetchaburi Bangkawe,2009-08-01,-0.11945
Phetchaburi Bangkawe,2009-09-01,-0.110925
Phetchaburi Bangkawe,2009-10-01,0.070325
Phetchaburi Bangkawe,2009-11-01,0.2007
Phetchaburi Bangkawe,2009-12-01,0.211375
Phetchaburi Bangkawe,2010-01-01,0.208025
Phetchaburi Bangkawe,2010-02-01,0.0687
Phetchaburi Bangkawe,2010-03-01,0.072075
Phetchaburi Bangkawe,2010-04-01,0.1146
Phetchaburi Bangkawe,2010-05-01,-0.015275
Phetchaburi Bangkawe,2010-06-01,-0.1385
Phetchaburi Bangkawe,2010-07-01,-0.056575
Phetchaburi Bangkawe,2010-08-01,-0.07535
Phetchaburi Bangkawe,2010-09-01,-0.049125
Phetchaburi Bangkawe,2010-10-01,0.072225
Phetchaburi Bangkawe,2010-11-01,0.221525
Phetchaburi Bangkawe,2010-12-01,0.235575
Phetchaburi Bangkawe,2011-01-01,0.2433
Phetchaburi Bangkawe,2011-02-01,0.195525
Phetchaburi Bangkawe,2011-03-01,0.1791
Phetchaburi Bangkawe,2011-04-01,0.0807
Phetchaburi Bangkawe,2011-05-01,-0.082075
Phetchaburi Bangkawe,2011-06-01,-0.139575
Phetchaburi Bangkawe,2011-07-01,-0.1134
Phetchaburi Bangkawe,2011-08-01,-0.099475
Phetchaburi Bangkawe,2011-09-01,-0.1391
Phetchaburi Bangkawe,2011-10-01,0.093375
Phetchaburi Bangkawe,2011-11-01,0.197175
Phetchaburi Bangkawe,2011-12-01,0.2975
Phetchaburi Bangkawe,2012-01-01,0.196125
Phetchaburi Bangkawe,2012-02-01,0.160925
Phetchaburi Bangkawe,2012-03-01,0.116725
Phetchaburi Bangkawe,2012-04-01,0.01815
Phetchaburi Bangkawe,2012-05-01,-0.12355
Phetchaburi Bangkawe,2012-06-01,-0.14315
Phetchaburi Bangkawe,2012-07-01,-0.095675
Phetchaburi Bangkawe,2012-08-01,-0.0768
Phetchaburi Bangkawe,2012-09-01,-0.03735
Phetchaburi Bangkawe,2012-10-01,0.114125
Phetchaburi Bangkawe,2012-11-01,0.16795
Phetchaburi Bangkawe,2012-12-01,0.29675
Phetchaburi Bangkawe,2013-01-01,0.34915
Phetchaburi Bangkawe,2013-02-01,0.247475
Phetchaburi Bangkawe,2013-03-01,0.141275
Phetchaburi Bangkawe,2013-04-01,0.04875
Phetchaburi Bangkawe,2013-05-01,-0.001
Phetchaburi Bangkawe,2013-06-01,-0.148775
Phetchaburi Bangkawe,2013-07-01,-0.088025
Phetchaburi Bangkawe,2013-08-01,-0.0981
Phetchaburi Bangkawe,2013-09-01,-0.0343
Phetchaburi Bangkawe,2013-10-01,0.172125
Phetchaburi Bangkawe,2013-11-01,0.230775
Phetchaburi Bangkawe,2013-12-01,0.266775
Phetchaburi Bangkawe,2014-01-01,0.190025
Phetchaburi Bangkawe,2014-02-01,0.228825
Phetchaburi Bangkawe,2014-03-01,0.17695
Phetchaburi Bangkawe,2014-04-01,0.04155
Phetchaburi Bangkawe,2014-05-01,-0.04
Phetchaburi Bangkawe,2014-06-01,-0.1395
Phetchaburi Bangkawe,2014-07-01,-0.1218
Phetchaburi Bangkawe,2014-08-01,-0.0713
Phetchaburi Bangkawe,2014-09-01,-0.087425
Phetchaburi Bangkawe,2014-10-01,0.1259
Phetchaburi Bangkawe,2014-11-01,0.19495
Phetchaburi Bangkawe,2014-12-01,0.330125
Phetchaburi Bangkawe,2015-01-01,0.282575
Phetchaburi Bangkawe,2015-02-01,0.1839
Phetchaburi Bangkawe,2015-03-01,0.1398
Phetchaburi Bangkawe,2015-04-01,0.07815
Phetchaburi Bangkawe,2015-05-01,-0.0468
Phetchaburi Bangkawe,2015-06-01,-0.142575
Phetchaburi Bangkawe,2015-07-01,-0.1107
Phetchaburi Bangkawe,2015-08-01,-0.1194
Phetchaburi Bangkawe,2015-09-01,-0.0654
Phetchaburi Bangkawe,2015-10-01,0.099025
Phetchaburi Bangkawe,2015-11-01,0.218025
Phetchaburi Bangkawe,2015-12-01,0.307775
Phetchaburi Bangkawe,2016-01-01,0.31805
Phetchaburi Bangkawe,2016-02-01,0.3045
Phetchaburi Bangkawe,2016-03-01,0.2083
Phetchaburi Bangkawe,2016-04-01,0.052875
Phetchaburi Bangkawe,2016-05-01,0.0284
Phetchaburi Bangkawe,2016-06-01,-0.08295
Phetchaburi Bangkawe,2016-07-01,-0.054125
Phetchaburi Bangkawe,2016-08-01,-0.1459
Phetchaburi Bangkawe,2016-09-01,-0.122725
Phetchaburi Bangkawe,2016-10-01,-0.0193
Phetchaburi Bangkawe,2016-11-01,0.181925
Phetchaburi Bangkawe,2016-12-01,0.22445
Phetchaburi Bangkawe,2017-01-01,0.2678
Phetchaburi Bangkawe,2017-02-01,0.241825
Phetchaburi Bangkawe,2017-03-01,0.2044
Phetchaburi Bangkawe,2017-04-01,0.11915
Phetchaburi Bangkawe,2017-05-01,-0.016425
Phetchaburi Bangkawe,2017-06-01,-0.1143
Phetchaburi Bangkawe,2017-07-01,-0.068675
Phetchaburi Bangkawe,2017-08-01,-0.036775
Phetchaburi Bangkawe,2017-09-01,0.01785
Phetchaburi Bangkawe,2017-10-01,0.0869
Phetchaburi Bangkawe,2017-11-01,0.2005
Phetchaburi Bangkawe,2017-12-01,0.271875
Phetchaburi Bangkawe,2018-01-01,0.200075
Phetchaburi Bangkawe,2018-02-01,0.125175
Phetchaburi Bangkawe,2018-03-01,0.05475
Phetchaburi Bangkawe,2018-04-01,0.041975
Phetchaburi Bangkawe,2018-05-01,-0.0357
Phetchaburi Bangkawe,2018-06-01,-0.1105
Phetchaburi Bangkawe,2018-07-01,-0.118525
Phetchaburi Bangkawe,2018-08-01,-0.069725
Phetchaburi Bangkawe,2018-09-01,-0.04365
Phetchaburi Bangkawe,2018-10-01,0.095675
Phetchaburi Bangkawe,2018-11-01,0.2012
Phetchaburi Bangkawe,2018-12-01,0.225275
Phetchaburi Bangkawe,2019-01-01,0.254925
Phetchaburi Bangkawe,2019-02-01,0.166825
Phetchaburi Bangkawe,2019-03-01,0.108625
Phetchaburi Bangkawe,2019-04-01,0.087825
Phetchaburi Bangkawe,2019-05-01,0.0416
Phetchaburi Bangkawe,2019-06-01,-0.0192
Phetchaburi Bangkawe,2019-07-01,-0.058225
Phetchaburi Bangkawe,2019-08-01,-0.104925
Phetchaburi Bangkawe,2019-09-01,-0.08015
Phetchaburi Bangkawe,2019-10-01,0.11975
Phetchaburi Bangkawe,2019-11-01,0.261525
Phetchaburi Bangkawe,2019-12-01,0.289
Phetchaburi Bangkawe,2020-01-01,0.2118
Phetchaburi Bangkawe,2020-02-01,0.254375
Phetchaburi Bangkawe,2020-03-01,0.112725
Phetchaburi Bangkawe,2020-04-01,0.149625
Phetchaburi Bangkawe,2020-05-01,0.041
Phetchaburi Bangkawe,2020-06-01,-0.084025
Phetchaburi Bangkawe,2020-07-01,-0.110675
Phetchaburi Bangkawe,2020-08-01,-0.0361
Phetchaburi Bangkawe,2020-09-01,-0.003025
Phetchaburi Bangkawe,2020-10-01,0.097675
Phetchaburi Bangkawe,2020-11-01,0.26045
Phetchaburi Bangkawe,2020-12-01,0.2797
Phetchaburi Bangkawe,2021-01-01,0.3039
Phetchaburi Bangkawe,2021-02-01,0.161675
Phetchaburi Bangkawe,2021-03-01,0.075725
Phetchaburi Bangkawe,2021-04-01,0.026725
Phetchaburi Bangkawe,2021-05-01,-0.021325
Phetchaburi Bangkawe,2021-06-01,-0.06665
Phetchaburi Bangkawe,2021-07-01,-0.0606
Phetchaburi Bangkawe,2021-08-01,-0.048875
Phetchaburi Bangkawe,2021-09-01,-0.069525
Phetchaburi Bangkawe,2021-10-01,0.0353
Phetchaburi Bangkawe,2021-11-01,0.2347
Phetchaburi Bangkawe,2021-12-01,0.29055
Phetchaburi Bangkawe,2022-01-01,0.23275
Phetchaburi Bangkawe,2022-02-01,0.25695
Phetchaburi Bangkawe,2022-03-01,0.129275
Phetchaburi Bangkawe,2022-04-01,0.1195
Phetchaburi Bangkawe,2022-05-01,0.026575
Phetchaburi Bangkawe,2022-06-01,-0.0267
Phetchaburi Bangkawe,2022-07-01,-0.01555
Phetchaburi Bangkawe,2022-08-01,-0.0212
Phetchaburi Bangkawe,2022-09-01,-0.008975
Phetchaburi Bangkawe,2022-10-01,0.158025
Phetchaburi Bangkawe,2022-11-01,0.249575
Phetchaburi Bangkawe,2022-12-01,0.370625
Phetchaburi Bangkawe,2023-01-01,0.2784
Phetchaburi Bangkawe,2023-02-01,0.272475
Phetchaburi Bangkawe,2023-03-01,0.20925
Phetchaburi Bangkawe,2023-04-01,0.087
Phetchaburi Bangkawe,2023-05-01,0.0566
Phetchaburi Bangkawe,2023-06-01,-0.0642
Phetchaburi Bangkawe,2023-07-01,-0.093825
Phetchaburi Bangkawe,2023-08-01,-0.12795
Phetchaburi Bangkawe,2023-09-01,-0.0152
Phetchaburi Bangkawe,2023-10-01,0.092625
Phetchaburi Bangkawe,2023-11-01,0.246675
Phetchaburi Bangkawe,2023-12-01,0.29655
Phetchaburi Bangkawe,2024-01-01,0.298225
Phetchaburi Bangkawe,2024-02-01,0.254125
Phetchaburi Bangkawe,2024-03-01,0.13575
Phetchaburi Bangkawe,2024-04-01,0.036775
Phetchaburi Bangkawe,2024-05-01,0.05035
Phetchaburi Bangkawe,2024-06-01,-0.06715
Phetchaburi Bangkawe,2024-07-01,-0.018225
Phetchaburi Bangkawe,2024-08-01,0.00745
Phetchaburi Bangkawe,2024-09-01,-0.065625
Phetchaburi Bangkawe,2024-10-01,0.10855
Phetchaburi Bangkawe,2024-11-01,0.296525
Phetchaburi Bangkawe,2024-12-01,0.29935
